fold,experiment,C,balanced_accuracy,macro_f1,negative_log_likelihood,code_C,face_C,alpha_face
1,fusion_raw,,0.42113787375415285,0.4208785953405753,1.078967066317333,0.001,0.001,0.25
1,fusion_raw,,0.3856935215946844,0.38422035480859007,1.0878905519284658,0.001,0.001,0.5
1,fusion_raw,,0.37196151716500553,0.3702834649694553,1.1042158023014075,0.001,0.001,0.75
1,fusion_raw,,0.37196151716500553,0.3702834649694553,1.1174201227607798,0.001,0.001,0.9
1,fusion_raw,,0.37196151716500553,0.37023809523809526,1.1275862249735153,0.001,0.001,1.0
1,fusion_raw,,0.6103197674418605,0.6079887657980966,1.077669332457786,0.001,0.01,0.0
1,fusion_raw,,0.40118355481727574,0.40574980574980585,1.080712297375918,0.001,0.01,0.1
1,fusion_raw,,0.39188815060908083,0.38957688338493296,1.1039059071480324,0.001,0.01,0.25
1,fusion_raw,,0.3608803986710963,0.3537361982865259,1.1884658545333633,0.001,0.01,0.5
1,fusion_raw,,0.3453765227021041,0.33476470638175043,1.3199114682823567,0.001,0.01,0.75
1,fusion_raw,,0.3453765227021041,0.33476470638175043,1.4157866871186326,0.001,0.01,0.9
1,fusion_raw,,0.3453765227021041,0.33476470638175043,1.4852494177821216,0.001,0.01,1.0
1,fusion_raw,,0.6103197674418605,0.6079887657980966,1.077669332457786,0.001,0.1,0.0
1,fusion_raw,,0.3582156699889258,0.35336565507788925,1.1016441138902746,0.001,0.1,0.1
1,fusion_raw,,0.35046373200442965,0.34408007105281135,1.210702709195642,0.001,0.1,0.25
1,fusion_raw,,0.35046373200442965,0.34402269764588606,1.5355746884488173,0.001,0.1,0.5
1,fusion_raw,,0.35046373200442965,0.3439562495747432,1.9611332906909806,0.001,0.1,0.75
1,fusion_raw,,0.35046373200442965,0.3439562495747432,2.242229164597233,0.001,0.1,0.9
1,fusion_raw,,0.34271179401993357,0.3345238095238095,2.436438856248999,0.001,0.1,1.0
1,fusion_raw,,0.6103197674418605,0.6079887657980966,1.077669332457786,0.001,1.0,0.0
1,fusion_raw,,0.3659676079734219,0.3625391560714944,1.1382514138796176,0.001,1.0,0.1
1,fusion_raw,,0.3582156699889258,0.3533459209362455,1.3927692850571467,0.001,1.0,0.25
1,fusion_raw,,0.35046373200442965,0.34402269764588606,2.0562097111030626,0.001,1.0,0.5
1,fusion_raw,,0.35046373200442965,0.34402269764588606,2.840049009967054,0.001,1.0,0.75
1,fusion_raw,,0.35046373200442965,0.34402269764588606,3.3345828660673056,0.001,1.0,0.9
1,fusion_raw,,0.35046373200442965,0.34402269764588606,3.6699626839375608,0.001,1.0,1.0
1,fusion_raw,,0.6103197674418605,0.6079887657980966,1.077669332457786,0.001,10.0,0.0
1,fusion_raw,,0.3477990033222591,0.34356173350926184,1.1942713815564854,0.001,10.0,0.1
1,fusion_raw,,0.34004706533776297,0.33436086189709374,1.6517414444642602,0.001,10.0,0.25
1,fusion_raw,,0.34004706533776297,0.33436086189709374,2.718908488529516,0.001,10.0,0.5
1,fusion_raw,,0.34004706533776297,0.33436086189709374,3.9016852324065283,0.001,10.0,0.75
1,fusion_raw,,0.34004706533776297,0.33436086189709374,4.630841198595776,0.001,10.0,0.9
1,fusion_raw,,0.34004706533776297,0.33436086189709374,5.12119607897452,0.001,10.0,1.0
1,fusion_raw,,0.6103197674418605,0.6079887657980966,0.9565769285285842,0.01,0.001,0.0
1,fusion_raw,,0.6502007198228129,0.648109429448172,0.9667166723121204,0.01,0.001,0.1
1,fusion_raw,,0.5999031007751938,0.595959595959596,0.9848829890382821,0.01,0.001,0.25
1,fusion_raw,,0.5084094684385382,0.5101037712493811,1.0230151299952972,0.01,0.001,0.5
1,fusion_raw,,0.42113787375415285,0.4208785953405753,1.0707403301635723,0.01,0.001,0.75
1,fusion_raw,,0.3952173311184939,0.3943635857977195,1.1037917906391541,0.01,0.001,0.9
1,fusion_raw,,0.37196151716500553,0.37023809523809526,1.1275862249735153,0.01,0.001,1.0
1,fusion_raw,,0.6103197674418605,0.6079887657980966,0.9565769285285842,0.01,0.01,0.0
1,fusion_raw,,0.569545957918051,0.5661830706606826,0.9708223527965829,0.01,0.01,0.1
1,fusion_raw,,0.47628045404208197,0.4796970709433122,1.0111594082658466,0.01,0.01,0.25
1,fusion_raw,,0.40295542635658915,0.40668859649122807,1.1253828928956913,0.01,0.01,0.5
1,fusion_raw,,0.39188815060908083,0.38962623951182307,1.2878329647083528,0.01,0.01,0.75
1,fusion_raw,,0.35312846068660025,0.3443761593183718,1.4028468890129548,0.01,0.01,0.9
1,fusion_raw,,0.3453765227021041,0.33476470638175043,1.4852494177821216,0.01,0.01,1.0
1,fusion_raw,,0.6103197674418605,0.6079887657980966,0.9565769285285842,0.01,0.1,0.0
1,fusion_raw,,0.5227920819490587,0.5211702276218405,0.9924245077809914,0.01,0.1,0.1
1,fusion_raw,,0.41337209302325584,0.4171052631578947,1.1190113706445504,0.01,0.1,0.25
1,fusion_raw,,0.3582156699889258,0.35336565507788925,1.47354441152216,0.01,0.1,0.5
