subject,ma_mau,substance,intensity,roi,band,abs_power,rel_power
P001,S1_7,Sucrose,7,Frontal,delta,6.106118065270933e-10,0.3762059569472065
P001,S1_7,Sucrose,7,Frontal,gamma,4.024742953048681e-10,0.2224489769766925
P001,S1_7,Sucrose,7,Frontal,theta,1.9568439344350101e-10,0.11612838068122629
P001,S1_7,Sucrose,7,Gustatory,alpha,2.8812057413981856e-10,0.07707850114680523
P001,S1_7,Sucrose,7,Gustatory,beta,9.694661556241496e-10,0.2472711045120046
P001,S1_7,Sucrose,7,Gustatory,delta,6.118170131249328e-10,0.3109815018936217
P001,S1_7,Sucrose,7,Gustatory,gamma,8.948529478399375e-10,0.2464614700071766
P001,S1_7,Sucrose,7,Gustatory,theta,3.41276152234948e-10,0.1182074224403921
P001,S1_7,Sucrose,7,Occipital,alpha,4.5060942092907433e-10,0.08067946616339636
P001,S1_7,Sucrose,7,Occipital,beta,1.6463150690513267e-09,0.27622165010352084
P001,S1_7,Sucrose,7,Occipital,delta,1.2409712657120746e-09,0.2820337170457997
P001,S1_7,Sucrose,7,Occipital,gamma,1.4154294360272915e-09,0.2468058812890458
P001,S1_7,Sucrose,7,Occipital,theta,4.873789829097479e-10,0.1142592853982374
P001,S1_7,Sucrose,7,Parietal,alpha,4.268163411365354e-10,0.08074691704634723
P001,S1_7,Sucrose,7,Parietal,beta,1.3106983269813616e-09,0.2241174980817394
P001,S1_7,Sucrose,7,Parietal,delta,1.6302973190069445e-09,0.35082361914269733
P001,S1_7,Sucrose,7,Parietal,gamma,1.2041192689260142e-09,0.20904007746143738
P001,S1_7,Sucrose,7,Parietal,theta,5.793977678258133e-10,0.1352718882677787
P001,S1_7,Sucrose,7,Temporal,alpha,2.6711048552236555e-10,0.0812626349477082
P001,S1_7,Sucrose,7,Temporal,beta,9.082021413876597e-10,0.24642661501975424
P001,S1_7,Sucrose,7,Temporal,delta,5.943364061215962e-10,0.314460000106925
P001,S1_7,Sucrose,7,Temporal,gamma,8.495384008555815e-10,0.2498415836321028
P001,S1_7,Sucrose,7,Temporal,theta,3.1009368694082714e-10,0.10800916629350993
P001,S2_12,Sucralose,12,Central,alpha,3.113940199544892e-10,0.08539900205671855
P001,S2_12,Sucralose,12,Central,beta,8.363305457122773e-10,0.22846900941431442
P001,S2_12,Sucralose,12,Central,delta,6.116989718362009e-10,0.313884507861543
P001,S2_12,Sucralose,12,Central,gamma,8.35759724271475e-10,0.24136564055861875
P001,S2_12,Sucralose,12,Central,theta,3.7083736129303204e-10,0.13088184010880524
P001,S2_12,Sucralose,12,Frontal,alpha,1.5841711090031525e-10,0.07113749356579765
P001,S2_12,Sucralose,12,Frontal,beta,4.566984765473534e-10,0.20560783179485745
P001,S2_12,Sucralose,12,Frontal,delta,7.115964201817005e-10,0.3827622485019521
P001,S2_12,Sucralose,12,Frontal,gamma,4.787346643984765e-10,0.2256218338318076
P001,S2_12,Sucralose,12,Frontal,theta,2.2173427458706476e-10,0.11487059230558523
P001,S2_12,Sucralose,12,Gustatory,alpha,3.378223768718122e-10,0.08371289120433699
P001,S2_12,Sucralose,12,Gustatory,beta,1.012932101422653e-09,0.24746836102025327
P001,S2_12,Sucralose,12,Gustatory,delta,6.925549018941802e-10,0.29757689352405314
P001,S2_12,Sucralose,12,Gustatory,gamma,9.684624883467585e-10,0.24817606815776963
P001,S2_12,Sucralose,12,Gustatory,theta,3.8265644780761037e-10,0.12306578609358697
P001,S2_12,Sucralose,12,Occipital,alpha,5.168915463739902e-10,0.06510422021341994
P001,S2_12,Sucralose,12,Occipital,beta,1.8985029719679973e-09,0.25090592800133354
P001,S2_12,Sucralose,12,Occipital,delta,1.528969883582957e-09,0.36513131239090535
P001,S2_12,Sucralose,12,Occipital,gamma,1.6623808735743057e-09,0.2289818687409332
P001,S2_12,Sucralose,12,Occipital,theta,5.157816292878192e-10,0.08987667065340763
P001,S2_12,Sucralose,12,Parietal,alpha,5.815859198406013e-10,0.08897056816700705
P001,S2_12,Sucralose,12,Parietal,beta,1.3314742412638503e-09,0.2092697630452763
P001,S2_12,Sucralose,12,Parietal,delta,1.963309278303007e-09,0.3408588232506389
P001,S2_12,Sucralose,12,Parietal,gamma,1.3459599337511372e-09,0.20447261747987858
P001,S2_12,Sucralose,12,Parietal,theta,9.76789530670136e-10,0.15642822805719925
P001,S2_12,Sucralose,12,Temporal,alpha,3.162428655592306e-10,0.08116525810896491
P001,S2_12,Sucralose,12,Temporal,beta,9.324573752258256e-10,0.22379842041154072
P001,S2_12,Sucralose,12,Temporal,delta,7.992555205025111e-10,0.30786478185400246
P001,S2_12,Sucralose,12,Temporal,gamma,1.0177153400576264e-09,0.26610212631797914
P001,S2_12,Sucralose,12,Temporal,theta,3.739276116764656e-10,0.12106941330751292
P001,S2_5,Sucralose,5,Central,alpha,2.141145078238067e-10,0.08115525943247251
P001,S2_5,Sucralose,5,Central,beta,7.281784538946675e-10,0.27892350611425554
P001,S2_5,Sucralose,5,Central,delta,3.2992515555376826e-10,0.2615253010747263
P001,S2_5,Sucralose,5,Central,gamma,6.52889786343358e-10,0.25445555363349853
P001,S2_5,Sucralose,5,Central,theta,3.4022996010367163e-10,0.123940379745047
P001,S2_5,Sucralose,5,Frontal,alpha,1.1409556592514098e-10,0.06967997738978823
P001,S2_5,Sucralose,5,Frontal,beta,3.5597234390457166e-10,0.22593753288414106
P001,S2_5,Sucralose,5,Frontal,delta,4.670278478619398e-10,0.3690596927469216
P001,S2_5,Sucralose,5,Frontal,gamma,3.423610110480389e-10,0.2271255310208239
P001,S2_5,Sucralose,5,Frontal,theta,1.5194825009518276e-10,0.10819726595832513
P001,S2_5,Sucralose,5,Gustatory,alpha,2.5281266901399583e-10,0.07751522964436935
P001,S2_5,Sucralose,5,Gustatory,beta,9.749246376962918e-10,0.2856433636795509
P001,S2_5,Sucralose,5,Gustatory,delta,4.3347718295807613e-10,0.29808799606586533
P001,S2_5,Sucralose,5,Gustatory,gamma,7.852168642106972e-10,0.23340908836586022
P001,S2_5,Sucralose,5,Gustatory,theta,3.2614948932569814e-10,0.10534432224435424
P001,S2_5,Sucralose,5,Occipital,alpha,4.1611652440285416e-10,0.07185028508912215
P001,S2_5,Sucralose,5,Occipital,beta,1.8337149375751061e-09,0.31239503806921365
P001,S2_5,Sucralose,5,Occipital,delta,1.0184908476855442e-09,0.23327174582486643
P001,S2_5,Sucralose,5,Occipital,gamma,1.541996181716356e-09,0.2835429762492886
P001,S2_5,Sucralose,5,Occipital,theta,5.248001227384992e-10,0.09893995476750927
P001,S2_5,Sucralose,5,Parietal,alpha,4.3252630095635936e-10,0.08880872508163519
P001,S2_5,Sucralose,5,Parietal,beta,1.133889202710112e-09,0.22189956448535855
P001,S2_5,Sucralose,5,Parietal,delta,1.357040315144203e-09,0.29482886520962787
P001,S2_5,Sucralose,5,Parietal,gamma,1.0537994785811968e-09,0.19258758914712637
P001,S2_5,Sucralose,5,Parietal,theta,7.310920261620444e-10,0.201875256076252
P001,S2_5,Sucralose,5,Temporal,alpha,2.522787853521128e-10,0.07168204138122011
P001,S2_5,Sucralose,5,Temporal,beta,8.88599025551052e-10,0.2456110799715833
P001,S2_5,Sucralose,5,Temporal,delta,5.687802236804628e-10,0.34074055112918633
P001,S2_5,Sucralose,5,Temporal,gamma,8.387427220799638e-10,0.2411751272264308
P001,S2_5,Sucralose,5,Temporal,theta,3.091131877084405e-10,0.10079120029157945
P001,S2_7,Sucralose,7,Central,alpha,2.7402580050883425e-10,0.08869020428902638
P001,S2_7,Sucralose,7,Central,beta,8.269030749692869e-10,0.25581145741648603
P001,S2_7,Sucralose,7,Central,delta,4.599882291862982e-10,0.2641657038411953
P001,S2_7,Sucralose,7,Central,gamma,8.622595913382665e-10,0.2647751765633958
P001,S2_7,Sucralose,7,Central,theta,3.5092690018238484e-10,0.1265574578898964
P001,S2_7,Sucralose,7,Frontal,alpha,1.4511509480646316e-10,0.07141371339623866
P001,S2_7,Sucralose,7,Frontal,beta,4.828146989625543e-10,0.23303046829519855
P001,S2_7,Sucralose,7,Frontal,delta,5.588934108396013e-10,0.36508338154701003
P001,S2_7,Sucralose,7,Frontal,gamma,4.351723652419238e-10,0.22525390904398526
P001,S2_7,Sucralose,7,Frontal,theta,1.9289416678054692e-10,0.1052185277175675
P001,S2_7,Sucralose,7,Gustatory,alpha,3.306183993558308e-10,0.08994677600253426
P001,S2_7,Sucralose,7,Gustatory,beta,9.991907577470582e-10,0.2539323352606892
P001,S2_7,Sucralose,7,Gustatory,delta,5.415728714184548e-10,0.29402492876848274
P001,S2_7,Sucralose,7,Gustatory,gamma,9.665772274265278e-10,0.2511755013562679
P001,S2_7,Sucralose,7,Gustatory,theta,3.287896861631769e-10,0.1109204586120258
P001,S2_7,Sucralose,7,Occipital,alpha,4.051808814346199e-10,0.06888921824277061
P001,S2_7,Sucralose,7,Occipital,beta,1.6107643979409546e-09,0.2642248884954916
P001,S2_7,Sucralose,7,Occipital,delta,1.167766520132049e-09,0.29153970112222827
P001,S2_7,Sucralose,7,Occipital,gamma,1.5931780339337885e-09,0.2618814180743569
P001,S2_7,Sucralose,7,Occipital,theta,5.137861979296319e-10,0.11346477406515283
P001,S2_7,Sucralose,7,Parietal,alpha,4.4323665614263933e-10,0.10494158989882547
P001,S2_7,Sucralose,7,Parietal,beta,1.1860218644006693e-09,0.23193482115216546
P001,S2_7,Sucralose,7,Parietal,delta,1.3216199099368167e-09,0.32273557432555644
P001,S2_7,Sucralose,7,Parietal,gamma,1.011692649367807e-09,0.18829569076113203
P001,S2_7,Sucralose,7,Parietal,theta,5.974022549250607e-10,0.15209232386232058
P001,S2_7,Sucralose,7,Temporal,alpha,3.080978429022534e-10,0.09279879550885817
P001,S2_7,Sucralose,7,Temporal,beta,9.378410067573406e-10,0.2485590868019581
P001,S2_7,Sucralose,7,Temporal,delta,5.750774516565897e-10,0.2996711852216163
P001,S2_7,Sucralose,7,Temporal,gamma,8.41776695282569e-10,0.2450685229838711
P001,S2_7,Sucralose,7,Temporal,theta,2.873906814536948e-10,0.11390240948369641
P002,H2O,Water,0,Central,alpha,3.179107146380565e-10,0.09899830051525697
P002,H2O,Water,0,Central,beta,1.3229138903633915e-09,0.376598631769556
P002,H2O,Water,0,Central,delta,2.7542025487676236e-10,0.07971858274861746
P002,H2O,Water,0,Central,gamma,1.0766010551745893e-09,0.3448774701609135
P002,H2O,Water,0,Central,theta,2.91981442630019e-10,0.09980701480565607
P002,H2O,Water,0,Frontal,alpha,1.758688701043632e-10,0.08992868211994758
P002,H2O,Water,0,Frontal,beta,7.531716578380111e-10,0.3656736968989874
P002,H2O,Water,0,Frontal,delta,1.6500459920334307e-10,0.09613038987751422
P002,H2O,Water,0,Frontal,gamma,6.500086286836006e-10,0.34800405356276737
P002,H2O,Water,0,Frontal,theta,1.8276159572872086e-10,0.10026317754078344
P002,H2O,Water,0,Gustatory,alpha,3.0009260947938497e-10,0.10459616952997386
P002,H2O,Water,0,Gustatory,beta,1.194841186200226e-09,0.3728289038985405
P002,H2O,Water,0,Gustatory,delta,2.501197487822185e-10,0.07544254242592927
P002,H2O,Water,0,Gustatory,gamma,1.0194679647081357e-09,0.34518392275199505
P002,H2O,Water,0,Gustatory,theta,2.8659749160646313e-10,0.10194846139356123
P002,H2O,Water,0,Occipital,alpha,4.396874564303536e-10,0.11345437012721965
P002,H2O,Water,0,Occipital,beta,1.3505789238610546e-09,0.3604984036884372
P002,H2O,Water,0,Occipital,delta,3.403489595404719e-10,0.08983118917869386
P002,H2O,Water,0,Occipital,gamma,1.066597513110763e-09,0.3294633354618355
P002,H2O,Water,0,Occipital,theta,3.819802833349212e-10,0.1067527015438136
P002,H2O,Water,0,Parietal,alpha,2.2712994391386836e-10,0.10200216033764324
P002,H2O,Water,0,Parietal,beta,7.618971736463966e-10,0.3594316312882416
P002,H2O,Water,0,Parietal,delta,2.2861841220452867e-10,0.13282228349554526
P002,H2O,Water,0,Parietal,gamma,6.870444272504049e-10,0.33019677005510156
P002,H2O,Water,0,Parietal,theta,1.4092414570090384e-10,0.07554715482346817
P002,H2O,Water,0,Temporal,alpha,3.1089827146357406e-10,0.10804946891454317
P002,H2O,Water,0,Temporal,beta,1.0325668328588955e-09,0.3597256384605947
P002,H2O,Water,0,Temporal,delta,2.1207194970670662e-10,0.08855037699008397
P002,H2O,Water,0,Temporal,gamma,9.607697855901046e-10,0.3422438438200101
P002,H2O,Water,0,Temporal,theta,2.847540611066039e-10,0.10143067181476799
P002,S1_12,Sucrose,12,Central,alpha,4.410662300242766e-10,0.11554738884674787
P002,S1_12,Sucrose,12,Central,beta,1.3322027036205555e-09,0.32242514975079273
P002,S1_12,Sucrose,12,Central,delta,4.347562559588751e-10,0.15043027073330117
P002,S1_12,Sucrose,12,Central,gamma,1.2216323968062275e-09,0.3189975894966352
P002,S1_12,Sucrose,12,Central,theta,3.3355836610456016e-10,0.092599601172523
P002,S1_12,Sucrose,12,Frontal,alpha,2.153034178925528e-10,0.0919896299001033
P002,S1_12,Sucrose,12,Frontal,beta,7.468912171152499e-10,0.29347591632387043
P002,S1_12,Sucrose,12,Frontal,delta,4.2638906921576413e-10,0.17547244289192498
P002,S1_12,Sucrose,12,Frontal,gamma,7.89945137543465e-10,0.3270024561855662
P002,S1_12,Sucrose,12,Frontal,theta,2.5485417231083577e-10,0.11205955469853518
P002,S1_12,Sucrose,12,Gustatory,alpha,4.0170071765781516e-10,0.10713210855399533
P002,S1_12,Sucrose,12,Gustatory,beta,1.3110234302072181e-09,0.33602021528345366
P002,S1_12,Sucrose,12,Gustatory,delta,3.7111893083471286e-10,0.13971237290935012
P002,S1_12,Sucrose,12,Gustatory,gamma,1.1288402346186029e-09,0.31703951986081613
P002,S1_12,Sucrose,12,Gustatory,theta,3.3617196622226084e-10,0.10009578339238479
P002,S1_12,Sucrose,12,Occipital,alpha,4.4751677120127615e-10,0.09783821828788833
P002,S1_12,Sucrose,12,Occipital,beta,1.6301354812854662e-09,0.31988214406301935
P002,S1_12,Sucrose,12,Occipital,delta,5.543463322595035e-10,0.16034309879945208
P002,S1_12,Sucrose,12,Occipital,gamma,1.49646382640447e-09,0.32828982037921495
P002,S1_12,Sucrose,12,Occipital,theta,3.876904993100946e-10,0.09364671847042555
P002,S1_12,Sucrose,12,Parietal,alpha,3.7349561750929004e-10,0.080002699800528
P002,S1_12,Sucrose,12,Parietal,beta,1.3123681810143503e-09,0.28895535885600476
P002,S1_12,Sucrose,12,Parietal,delta,7.948246907564916e-10,0.23802908586228247
P002,S1_12,Sucrose,12,Parietal,gamma,1.303360167442028e-09,0.29628418498437237
P002,S1_12,Sucrose,12,Parietal,theta,3.927936618210456e-10,0.09672867049681254
P002,S1_12,Sucrose,12,Temporal,alpha,3.32521317025572e-10,0.10128779282739031
P002,S1_12,Sucrose,12,Temporal,beta,1.056031730220836e-09,0.3121639787407532
P002,S1_12,Sucrose,12,Temporal,delta,3.293695072238657e-10,0.15269897745370836
P002,S1_12,Sucrose,12,Temporal,gamma,9.460092988892672e-10,0.3203578390215033
P002,S1_12,Sucrose,12,Temporal,theta,3.4297797608348616e-10,0.11349141195664489
P002,S1_5,Sucrose,5,Central,alpha,4.1195506721514773e-10,0.1001843316159496
P002,S1_5,Sucrose,5,Central,beta,1.447258229760208e-09,0.3518481403163045
P002,S1_5,Sucrose,5,Central,delta,3.2753876851478365e-10,0.13061552470622959
P002,S1_5,Sucrose,5,Central,gamma,1.2907313609927338e-09,0.3111063043717383
P002,S1_5,Sucrose,5,Central,theta,3.853128550840665e-10,0.10624569898977806
P002,S1_5,Sucrose,5,Frontal,alpha,1.9770879490294872e-10,0.08798628729616109
P002,S1_5,Sucrose,5,Frontal,beta,7.572071565582716e-10,0.31749361444497587
P002,S1_5,Sucrose,5,Frontal,delta,4.109733650352186e-10,0.20759646742252394
P002,S1_5,Sucrose,5,Frontal,gamma,6.217008845637522e-10,0.2773238000028444
P002,S1_5,Sucrose,5,Frontal,theta,2.4447198833716023e-10,0.10959983083349474
P002,S1_5,Sucrose,5,Gustatory,alpha,4.094092458402322e-10,0.10591814760732812
P002,S1_5,Sucrose,5,Gustatory,beta,1.3850584415120858e-09,0.35300064716655544
P002,S1_5,Sucrose,5,Gustatory,delta,3.2411801999547174e-10,0.11890607122324673
P002,S1_5,Sucrose,5,Gustatory,gamma,1.2090697690767499e-09,0.32243324832108683
P002,S1_5,Sucrose,5,Gustatory,theta,3.569374351847035e-10,0.09974188568178302
P002,S1_5,Sucrose,5,Occipital,alpha,3.601978466174489e-10,0.10733198578431837
P002,S1_5,Sucrose,5,Occipital,beta,1.4869182676906857e-09,0.3590911155726422
P002,S1_5,Sucrose,5,Occipital,delta,3.869713629656316e-10,0.12425072596163839
P002,S1_5,Sucrose,5,Occipital,gamma,1.2001614910840681e-09,0.31208750433792987
P002,S1_5,Sucrose,5,Occipital,theta,3.3952635475568364e-10,0.09723866834347104
P002,S1_5,Sucrose,5,Parietal,alpha,3.8291104307119625e-10,0.08796973061515657
P002,S1_5,Sucrose,5,Parietal,beta,1.4541101419836083e-09,0.3422002277121096
P002,S1_5,Sucrose,5,Parietal,delta,5.136224501932522e-10,0.16277967709878816
P002,S1_5,Sucrose,5,Parietal,gamma,1.3050186623174128e-09,0.3046574148662202
P002,S1_5,Sucrose,5,Parietal,theta,4.047880188955137e-10,0.10239294970772551
P002,S1_5,Sucrose,5,Temporal,alpha,3.4128395228585944e-10,0.09900038810749252
P002,S1_5,Sucrose,5,Temporal,beta,1.0355597990778603e-09,0.30804575161265074
P002,S1_5,Sucrose,5,Temporal,delta,3.170911993289951e-10,0.16242354019755342
P002,S1_5,Sucrose,5,Temporal,gamma,9.401641576170487e-10,0.32990241245126606
P002,S1_5,Sucrose,5,Temporal,theta,2.91867061441858e-10,0.1006279076310374
P002,S1_7,Sucrose,7,Central,alpha,3.6110719355558856e-10,0.09781637137939167
P002,S1_7,Sucrose,7,Central,beta,1.3879618202585515e-09,0.3800838503202506
P002,S1_7,Sucrose,7,Central,delta,2.999775524309275e-10,0.10558037957103139
P002,S1_7,Sucrose,7,Central,gamma,1.156170419571771e-09,0.3233060750239754
P002,S1_7,Sucrose,7,Central,theta,3.1029706347198245e-10,0.09321332370535082
P002,S1_7,Sucrose,7,Frontal,alpha,2.0473845637406826e-10,0.08964656914872192
P002,S1_7,Sucrose,7,Frontal,beta,7.458216534636735e-10,0.3411770822970128
P002,S1_7,Sucrose,7,Frontal,delta,2.9454388599692675e-10,0.13460394378313825
P002,S1_7,Sucrose,7,Frontal,gamma,7.09472881298083e-10,0.3351002231254734
P002,S1_7,Sucrose,7,Frontal,theta,2.0079552926065753e-10,0.09947218164565369
P002,S1_7,Sucrose,7,Gustatory,alpha,3.5136277046162473e-10,0.10415196462481865
P002,S1_7,Sucrose,7,Gustatory,beta,1.3204408243729097e-09,0.37804618369821064
P002,S1_7,Sucrose,7,Gustatory,delta,2.540080781951816e-10,0.09563393966174348
P002,S1_7,Sucrose,7,Gustatory,gamma,1.1126279814933021e-09,0.3213236968939335
P002,S1_7,Sucrose,7,Gustatory,theta,3.235579835262618e-10,0.10084421512129367
P002,S1_7,Sucrose,7,Occipital,alpha,4.753523521221111e-10,0.10844045859168716
P002,S1_7,Sucrose,7,Occipital,beta,1.6041472059945614e-09,0.3401611364737363
P002,S1_7,Sucrose,7,Occipital,delta,3.192125966731754e-10,0.11628390477317115
P002,S1_7,Sucrose,7,Occipital,gamma,1.429197851117272e-09,0.3205178775684038
P002,S1_7,Sucrose,7,Occipital,theta,3.9073353007163396e-10,0.1145966225930018
P002,S1_7,Sucrose,7,Parietal,alpha,3.7381111411513784e-10,0.08690268759082309
P002,S1_7,Sucrose,7,Parietal,beta,1.283556840537098e-09,0.3038315625704653
P002,S1_7,Sucrose,7,Parietal,delta,6.077130827620424e-10,0.23302194923290512
P002,S1_7,Sucrose,7,Parietal,gamma,1.1443410660127066e-09,0.2856851577188266
P002,S1_7,Sucrose,7,Parietal,theta,3.2648631446014156e-10,0.09055864288697991
P002,S1_7,Sucrose,7,Temporal,alpha,2.839211657969035e-10,0.09694909418650322
P002,S1_7,Sucrose,7,Temporal,beta,1.047602042496608e-09,0.35238857742976754
P002,S1_7,Sucrose,7,Temporal,delta,2.2692568268162222e-10,0.11625592979299731
P002,S1_7,Sucrose,7,Temporal,gamma,9.30534000402361e-10,0.33191575368963666
P002,S1_7,Sucrose,7,Temporal,theta,2.736724661735504e-10,0.10249064490109525
P002,S2_12,Sucralose,12,Central,alpha,3.35947060683689e-10,0.08835222304866402
P002,S2_12,Sucralose,12,Central,beta,1.5563640781122295e-09,0.3802195055648087
P002,S2_12,Sucralose,12,Central,delta,3.4628461935794284e-10,0.09469274111814226
P002,S2_12,Sucralose,12,Central,gamma,1.2390636642931783e-09,0.32614444124498365
P002,S2_12,Sucralose,12,Central,theta,3.911474640110807e-10,0.11059108902340127
P002,S2_12,Sucralose,12,Frontal,alpha,1.7110798194682185e-10,0.0815367519014371
P002,S2_12,Sucralose,12,Frontal,beta,6.547061020076368e-10,0.3193657671216386
P002,S2_12,Sucralose,12,Frontal,delta,2.8781446815958814e-10,0.16054307739466306
P002,S2_12,Sucralose,12,Frontal,gamma,6.001283285008867e-10,0.3377373322037913
P002,S2_12,Sucralose,12,Frontal,theta,1.8165348528872905e-10,0.10081707137847
P002,S2_12,Sucralose,12,Gustatory,alpha,3.2507781790174366e-10,0.09505965438642103
P002,S2_12,Sucralose,12,Gustatory,beta,1.3774925807230579e-09,0.3837014707017919
P002,S2_12,Sucralose,12,Gustatory,delta,3.125653458689024e-10,0.09266163309699357
P002,S2_12,Sucralose,12,Gustatory,gamma,1.1505252149704749e-09,0.3285352385554133
P002,S2_12,Sucralose,12,Gustatory,theta,3.4324827227462196e-10,0.10004200325938016
P002,S2_12,Sucralose,12,Occipital,alpha,4.1601176399480686e-10,0.09331045679686947
P002,S2_12,Sucralose,12,Occipital,beta,1.679210446613787e-09,0.36887955114503457
P002,S2_12,Sucralose,12,Occipital,delta,4.979682504892523e-10,0.1163416866706212
P002,S2_12,Sucralose,12,Occipital,gamma,1.3532806463656448e-09,0.332414513613925
P002,S2_12,Sucralose,12,Occipital,theta,4.1254201207008055e-10,0.08905379177354983
P002,S2_12,Sucralose,12,Parietal,alpha,2.0023947180016738e-10,0.07579983622033246
P002,S2_12,Sucralose,12,Parietal,beta,9.990530471804332e-10,0.3618545639206141
P002,S2_12,Sucralose,12,Parietal,delta,3.1041523643953096e-10,0.1732965476956006
P002,S2_12,Sucralose,12,Parietal,gamma,7.760954681386089e-10,0.3009194573992399
P002,S2_12,Sucralose,12,Parietal,theta,2.296937474311524e-10,0.08812959476421289
P002,S2_12,Sucralose,12,Temporal,alpha,3.056120442031847e-10,0.10365106109100623
P002,S2_12,Sucralose,12,Temporal,beta,1.0735000901287065e-09,0.3544900901513613
P002,S2_12,Sucralose,12,Temporal,delta,2.6853049274104056e-10,0.1154813355019691
P002,S2_12,Sucralose,12,Temporal,gamma,9.319128220857654e-10,0.32264715858655557
P002,S2_12,Sucralose,12,Temporal,theta,2.961899818518367e-10,0.10373035466910777
P002,S2_5,Sucralose,5,Central,alpha,4.253784356712838e-10,0.09571890326002593
P002,S2_5,Sucralose,5,Central,beta,1.4311996973073837e-09,0.33256101712120273
P002,S2_5,Sucralose,5,Central,delta,4.706037344921072e-10,0.10413500104962999
P002,S2_5,Sucralose,5,Central,gamma,1.5438542866506426e-09,0.3742753050770799
P002,S2_5,Sucralose,5,Central,theta,4.1627429434121294e-10,0.09330977349206172
P002,S2_5,Sucralose,5,Frontal,alpha,1.9758822845532513e-10,0.08935621562484973
P002,S2_5,Sucralose,5,Frontal,beta,7.000225172617402e-10,0.31634897270208717
P002,S2_5,Sucralose,5,Frontal,delta,2.690952177732757e-10,0.14926868797809997
P002,S2_5,Sucralose,5,Frontal,gamma,6.998151861586005e-10,0.34103350120730447
P002,S2_5,Sucralose,5,Frontal,theta,2.0248368036274883e-10,0.1039926224876586
P002,S2_5,Sucralose,5,Gustatory,alpha,3.7737764920925475e-10,0.10087754447933156
P002,S2_5,Sucralose,5,Gustatory,beta,1.3446273007309097e-09,0.3539385428047216
P002,S2_5,Sucralose,5,Gustatory,delta,3.679084414048901e-10,0.09472274942841416
P002,S2_5,Sucralose,5,Gustatory,gamma,1.3044718177052208e-09,0.36006915928107314
P002,S2_5,Sucralose,5,Gustatory,theta,3.4867554041121083e-10,0.09039200400645978
P002,S2_5,Sucralose,5,Occipital,alpha,5.739766163840692e-10,0.12879109549902495
P002,S2_5,Sucralose,5,Occipital,beta,1.4978992919983008e-09,0.3408894035657578
P002,S2_5,Sucralose,5,Occipital,delta,5.227246332983474e-10,0.10028986973371694
P002,S2_5,Sucralose,5,Occipital,gamma,1.3766821887179367e-09,0.3317110722186004
P002,S2_5,Sucralose,5,Occipital,theta,4.0441899387306067e-10,0.09831855898290016
P002,S2_5,Sucralose,5,Parietal,alpha,3.034006925824573e-10,0.09043579438144173
P002,S2_5,Sucralose,5,Parietal,beta,1.1127289872100923e-09,0.3300236523334823
P002,S2_5,Sucralose,5,Parietal,delta,3.4711660881107193e-10,0.16881229028680933
P002,S2_5,Sucralose,5,Parietal,gamma,9.50330316547425e-10,0.3224283725589125
P002,S2_5,Sucralose,5,Parietal,theta,2.5066969093677314e-10,0.088299890439354
P002,S2_5,Sucralose,5,Temporal,alpha,3.461204751214402e-10,0.10547394205233565
P002,S2_5,Sucralose,5,Temporal,beta,1.1180106417142112e-09,0.3570539424550725
P002,S2_5,Sucralose,5,Temporal,delta,2.5898705672566307e-10,0.11146382133948235
P002,S2_5,Sucralose,5,Temporal,gamma,9.299626081728354e-10,0.33405858746011935
P002,S2_5,Sucralose,5,Temporal,theta,2.7611820953342413e-10,0.09194970669299027
P002,S2_7,Sucralose,7,Central,alpha,3.337475289442634e-10,0.09175665226147361
P002,S2_7,Sucralose,7,Central,beta,1.2550711934108952e-09,0.36654538492517746
P002,S2_7,Sucralose,7,Central,delta,3.224049396649471e-10,0.12270868838355792
P002,S2_7,Sucralose,7,Central,gamma,1.2299420889237156e-09,0.32541100085928476
P002,S2_7,Sucralose,7,Central,theta,3.12704394205794e-10,0.09357827357050627
P002,S2_7,Sucralose,7,Frontal,alpha,2.062988564192129e-10,0.09145953140071622
P002,S2_7,Sucralose,7,Frontal,beta,7.067239265955997e-10,0.3263269375269652
P002,S2_7,Sucralose,7,Frontal,delta,3.894070051006346e-10,0.16332748703287914
P002,S2_7,Sucralose,7,Frontal,gamma,6.503316868650034e-10,0.32021021905866215
P002,S2_7,Sucralose,7,Frontal,theta,2.1758935535179435e-10,0.09867582498077737
P002,S2_7,Sucralose,7,Gustatory,alpha,3.327590521572434e-10,0.09420914925262575
P002,S2_7,Sucralose,7,Gustatory,beta,1.2359089190055859e-09,0.3743283595992297
P002,S2_7,Sucralose,7,Gustatory,delta,3.3259633444320077e-10,0.11700203042508173
P002,S2_7,Sucralose,7,Gustatory,gamma,1.1002794348116716e-09,0.3260398590645203
P002,S2_7,Sucralose,7,Gustatory,theta,2.662823489676185e-10,0.08842060165854262
P002,S2_7,Sucralose,7,Occipital,alpha,4.319636978393757e-10,0.09494654808580374
P002,S2_7,Sucralose,7,Occipital,beta,1.691646215528449e-09,0.37366619895314657
P002,S2_7,Sucralose,7,Occipital,delta,3.9199089402766714e-10,0.10707652111931287
P002,S2_7,Sucralose,7,Occipital,gamma,1.3798489500300573e-09,0.31049255479439175
P002,S2_7,Sucralose,7,Occipital,theta,4.350698074819286e-10,0.11381817704734501
P002,S2_7,Sucralose,7,Parietal,alpha,2.979231794578026e-10,0.0855644953879218
P002,S2_7,Sucralose,7,Parietal,beta,1.116118704900718e-09,0.3313515440277554
