subject_id,condition,jar_group,jar_numeric,bp_delta_Fp1,bp_delta_Fp2,bp_delta_F3,bp_delta_F4,bp_delta_C3,bp_delta_C4,bp_delta_P3,bp_delta_P4,bp_delta_O1,bp_delta_O2,bp_delta_F7,bp_delta_F8,bp_delta_T7,bp_delta_T8,bp_delta_P7,bp_delta_P8,bp_theta_Fp1,bp_theta_Fp2,bp_theta_F3,bp_theta_F4,bp_theta_C3,bp_theta_C4,bp_theta_P3,bp_theta_P4,bp_theta_O1,bp_theta_O2,bp_theta_F7,bp_theta_F8,bp_theta_T7,bp_theta_T8,bp_theta_P7,bp_theta_P8,bp_alpha_Fp1,bp_alpha_Fp2,bp_alpha_F3,bp_alpha_F4,bp_alpha_C3,bp_alpha_C4,bp_alpha_P3,bp_alpha_P4,bp_alpha_O1,bp_alpha_O2,bp_alpha_F7,bp_alpha_F8,bp_alpha_T7,bp_alpha_T8,bp_alpha_P7,bp_alpha_P8,bp_beta_Fp1,bp_beta_Fp2,bp_beta_F3,bp_beta_F4,bp_beta_C3,bp_beta_C4,bp_beta_P3,bp_beta_P4,bp_beta_O1,bp_beta_O2,bp_beta_F7,bp_beta_F8,bp_beta_T7,bp_beta_T8,bp_beta_P7,bp_beta_P8,bp_gamma_Fp1,bp_gamma_Fp2,bp_gamma_F3,bp_gamma_F4,bp_gamma_C3,bp_gamma_C4,bp_gamma_P3,bp_gamma_P4,bp_gamma_O1,bp_gamma_O2,bp_gamma_F7,bp_gamma_F8,bp_gamma_T7,bp_gamma_T8,bp_gamma_P7,bp_gamma_P8
P001,605,Khong_du,0,5.044069432496585e-12,1.6890463808439687e-12,5.412093088147041e-12,4.768958293898669e-13,3.0042336284063377e-10,3.242607355587496e-12,6.083382901157119e-10,4.5849230287144355e-12,4.481907051384106e-11,1.4233220295339097e-11,2.850397179330907e-11,2.7469050690565922e-12,1.5567499845712737e-10,6.117294326725355e-12,1.5360224375998312e-10,4.9976162613657404e-12,4.714061813207361e-12,8.390365128727954e-13,4.589925811341395e-12,2.2379871606466738e-12,9.621413949698164e-11,2.2732647096727005e-12,8.824465158077227e-11,1.6311722764026319e-12,1.1375082740819803e-10,1.4790472937781032e-12,4.517338456707714e-11,8.888660107063355e-13,4.01533259734504e-11,5.232628407680403e-13,2.140377792169068e-10,1.947930768605246e-12,9.87234146483605e-13,6.838292966268235e-13,2.676698901518718e-12,1.255604634140501e-12,8.994712525696624e-11,1.049474057377063e-12,3.408425804564908e-11,5.584208757057308e-13,3.346604735614395e-11,1.1253208566523099e-12,5.2057322876549147e-11,1.8467723705979104e-12,1.3994934738699726e-10,2.8722235580422256e-12,1.3014459550738506e-10,1.1644641661745017e-12,4.412118661866189e-12,1.1084167600768903e-12,5.0247495716924764e-12,2.0708820902343943e-12,9.289827308831132e-11,1.5471192717226918e-12,9.591940447857418e-11,1.6328803438922238e-12,5.7494041102245456e-11,1.4622941303540327e-12,3.298756529173973e-11,1.4585885783606092e-12,5.0867042931503694e-11,1.889586130678949e-12,1.9309983612756417e-10,2.324890590036526e-12,2.692880177631302e-12,6.63447501110032e-13,4.195801793846983e-12,1.977583672224552e-12,7.081426771651027e-11,2.1912216688692424e-12,5.378875024796753e-11,1.0314931327209453e-12,3.23528255696051e-11,8.000333273108374e-13,5.0605454424857126e-11,1.6716401123974193e-12,5.924591900992507e-11,1.3631461797945805e-12,1.7704913833686802e-10,1.8646857381824314e-12
P001,605,Khong_du,0,1.0769082653277311e-11,8.376230595689826e-12,1.3164269036551494e-11,1.2339952941506249e-11,2.9857696874866693e-10,1.4077535753605085e-11,5.131437061124679e-10,7.291835639751272e-12,2.825264718851374e-10,6.152248809216785e-12,6.462266103723116e-10,3.5614566404747e-11,4.943797196080605e-10,8.911317326361449e-12,5.187080626207517e-10,6.4309315148440174e-12,1.9303122118945278e-12,1.5473087752234925e-12,3.5335532717912734e-12,2.1635847520151108e-12,6.622532058093143e-11,2.011134997564242e-12,3.3920899348698814e-11,1.189602641561522e-12,9.998993350262585e-11,1.346534762082947e-12,8.353142053414507e-11,4.542817431525013e-12,4.773985561466403e-11,1.6161728234818073e-12,4.4528436934589326e-11,1.4857699248882846e-12,3.500070334883951e-13,6.114917567277201e-13,6.638714086396448e-13,1.4859735651125173e-12,1.3860437632761663e-11,5.430106765032591e-13,1.0379676257349643e-11,3.7757669498048927e-13,3.037246901521279e-11,8.887511086330236e-13,2.6399893274512375e-11,7.245197262575514e-13,2.001211346593777e-11,4.4112561035475964e-13,3.071659218899167e-11,3.2847306571794495e-13,1.1079565471344736e-12,4.618883295440654e-13,1.2337834018322032e-12,1.0664090039508034e-12,2.2394212659507042e-11,6.202517628582904e-13,1.84505807325681e-11,6.72669390262711e-13,3.1578352426242196e-11,9.580478546958903e-13,1.3061264191673879e-11,1.7864505514495771e-12,1.099213478549799e-11,6.09156591619657e-13,3.9106416626098266e-11,5.226614144337324e-13,6.83551374786077e-13,1.9999573310986758e-13,1.0514590680859058e-12,1.515919850639374e-12,1.873934923502722e-11,4.965206589724735e-13,1.1489798607003768e-11,6.70972331610362e-13,4.482629904257367e-11,1.0677058834270474e-12,1.9382332073201963e-11,1.4607563244313418e-12,1.688732094881159e-11,1.0016476541498926e-12,2.64490997636407e-11,5.111041176475507e-13
P001,605,Khong_du,0,4.18171009755624e-12,2.7317071463295442e-12,8.727066798617334e-12,7.490060324542498e-12,6.167161849482184e-10,9.870244875688533e-12,7.22282016049376e-10,1.0887485995654877e-11,2.96976043765346e-10,5.634525676732132e-12,2.608678602069592e-10,2.8839565934379817e-12,7.169788114727108e-10,8.84673152568786e-12,1.5121045425376555e-10,9.964619802985144e-13,6.2854308603617966e-12,2.9609063269530906e-12,9.032892798175126e-12,1.0476878944491326e-12,1.276319301424701e-10,4.216835913192488e-13,2.3629636521848465e-10,2.0373993658461736e-12,2.2802340237576105e-10,3.2268954127460997e-12,3.177212854436653e-10,6.839248201246257e-12,1.0898500370453897e-10,1.6018415782105895e-12,3.110001217145525e-11,3.67053025962127e-12,1.8415076865153596e-12,1.767995114734067e-12,1.3074053778558915e-12,3.673486008799611e-12,7.689748316027527e-11,2.9448222836604753e-12,1.4031665410881887e-10,1.5910606852618414e-12,2.142817843961449e-10,4.6398019091418264e-12,7.376505127844608e-11,6.948186464259691e-12,2.8171405250930636e-10,3.782965241973985e-12,3.293150969573271e-11,1.2073855564664701e-12,2.948087181408048e-12,1.7058993782296088e-12,3.5696871425509945e-12,2.4510903365129187e-12,1.1447223012756923e-10,1.4033887557551417e-12,8.039485187031993e-11,3.4738032010931703e-12,1.2035807937203758e-10,2.0562525939801973e-12,1.4315120937893308e-10,4.093393095132768e-12,1.1860792759352098e-10,4.415242840941958e-12,5.790992925706414e-11,1.6962017804483657e-12,3.147060983115678e-12,1.858586716456856e-12,3.475168887092715e-12,4.173704527127277e-12,6.851389435446927e-11,2.631078699874242e-12,6.665917128522935e-11,1.6550002297450503e-12,1.358865563245663e-10,3.0875843265747085e-12,7.262535823938064e-11,3.5217165366995918e-12,9.093628932400729e-11,3.0866964285854282e-12,4.3655217501381265e-11,1.9460784506839374e-12
P001,605,Khong_du,0,2.4191606362615203e-11,1.730376893247434e-11,3.9571862375013906e-11,4.103442734696425e-12,3.86764896087234e-11,5.111093737794483e-12,9.671235959679456e-11,3.0328155604834175e-12,2.470695228038379e-10,1.0304602011083391e-11,2.6405932748885717e-10,1.1649200443101133e-11,2.794356049116385e-10,1.707554982888301e-12,4.5976824229261913e-10,8.179012988255349e-12,1.713839731445868e-11,5.592002966018208e-12,3.144609581074944e-11,1.0585650258278613e-11,1.9797099969285745e-10,3.928850960860769e-12,1.5392494801598636e-10,2.3292241887761305e-12,6.662660617625628e-11,2.666453321787654e-12,2.4224556813764615e-10,7.1873476042934045e-12,2.339708632644649e-10,2.751121562826071e-12,4.1519087552324205e-10,7.77994078404861e-12,7.453943145177543e-12,3.768315336219693e-12,1.0270767143802592e-11,3.840121870881019e-12,1.6931777440484386e-10,2.5921186685649126e-12,1.557955025729467e-10,1.412395912934783e-12,5.535089394732855e-11,4.243384526652592e-12,1.8476170562569333e-10,2.4122416446696756e-12,9.139627906190676e-11,5.52053788636927e-12,1.0605782165270533e-10,3.992686331579023e-12,4.529958231452374e-12,1.4849175437270812e-12,6.4170090715361014e-12,4.633773748229757e-12,1.5605773797356437e-10,4.090209545830896e-12,9.242511561340704e-11,1.8216570029336126e-12,1.406396580885377e-10,2.969651983941795e-12,1.2572363100168775e-10,3.5349177615381618e-12,1.1367048535808953e-10,3.857688984391944e-12,8.849682430610285e-11,2.656826669522347e-12,7.898485024173653e-12,2.2571369100408914e-12,9.144308130814983e-12,3.786432966056075e-12,1.9859534377738783e-10,4.760565321393074e-12,1.3360053120264037e-10,2.771733708340378e-12,1.9173064823828742e-10,5.819950874596086e-12,9.864188113154591e-11,4.7358422831041876e-12,1.4652257416604563e-10,2.3794506880597645e-12,8.847086123444088e-11,4.1306224253618845e-12
P001,605,Khong_du,0,1.0084038846341239e-11,4.322674266863427e-12,1.1122668532191469e-11,6.119175166201654e-12,4.1048159192827045e-11,4.183400884329207e-12,1.4549887921734612e-10,5.690042579942498e-12,2.6740353951404284e-10,1.2835977854327236e-12,1.8331400570802534e-10,5.665624783737169e-12,1.8442353723386556e-10,2.334675144397545e-12,9.859673950793532e-11,1.0133475324797595e-11,4.063816364152178e-12,1.2945420012162427e-12,8.065370503250098e-12,3.5876340442284047e-12,8.947587381138182e-11,7.283709213218136e-12,4.763380691680653e-11,1.9013990006976e-12,1.1384646976270876e-10,2.682999592863678e-12,9.185204819962455e-11,5.512457047346969e-12,7.164762866520537e-11,2.0150282590338297e-12,1.4058850865294287e-10,6.049828102308588e-12,4.1316684657237864e-12,1.6066080819655079e-12,5.587746878301719e-12,2.15371229557896e-12,1.0660243199118768e-10,3.192671640941741e-12,5.699900210801417e-11,2.2109002680005713e-12,9.935785821052179e-11,2.556824513805902e-12,1.1311787586580341e-10,3.0133460676635833e-12,7.51346664190479e-11,2.4394845165404225e-12,1.7066822307748437e-10,3.817373388987693e-12,3.110759518042089e-12,2.474245922824228e-12,4.406089477568449e-12,5.240551983241087e-12,1.5980042090528103e-10,2.9910785855852306e-12,1.7613937675774749e-10,2.6042475425674653e-12,1.1325500984641774e-10,4.080498613149113e-12,1.7204433987830768e-10,8.489633785174933e-12,2.0732037299835028e-10,5.515959881523468e-12,1.1582365981166816e-10,4.379931209296112e-12,6.544711737581655e-12,3.1675146354221873e-12,9.489996943948157e-12,4.940939360230757e-12,1.0397559142451914e-10,4.6071865984916535e-12,1.2667124462532854e-10,2.859278822190878e-12,7.568395676623793e-11,7.323264028256822e-12,1.4647780599293185e-10,7.54250822301403e-12,1.6113659332131023e-10,5.878820828814833e-12,1.4187949594850736e-10,5.199023212489169e-12
P001,189,Vua_phai,1,2.0658389242339615e-11,4.3480726201600115e-12,2.6603388706002574e-11,1.2913690809611218e-11,1.8451351263878806e-10,2.6843355893386813e-12,2.6524684298357856e-10,3.0601174304268176e-12,3.0457111878497093e-10,4.230943080647188e-12,3.338574564691504e-11,4.054545093668759e-12,2.1644566829559547e-10,6.2066804614333625e-12,6.846161227488432e-10,5.787462273271652e-12,7.57714810652048e-12,2.7521887878567438e-12,7.2467241047468575e-12,4.009991219140608e-12,1.4935898460169275e-10,8.892961405714291e-12,2.671420737149131e-10,3.3460956906461455e-12,8.075388401391305e-11,8.549403303681796e-12,1.1631669258474294e-10,7.29438403003188e-12,1.5142884500904466e-10,9.61980875415297e-12,1.0990653380459017e-10,4.92254842249272e-12,2.6631115503676604e-12,7.198643244222439e-13,3.4490817019055344e-12,2.129086300613757e-12,6.796423329948145e-11,2.9411693872021404e-12,8.032599844376457e-11,1.5849252344421817e-12,1.5850853381507696e-11,4.3855000375586525e-12,5.130281327474798e-11,2.9364761617493035e-12,4.446039690719688e-11,1.2214621402032492e-12,1.7859736555542067e-11,7.655152270947486e-13,8.177896803680904e-13,3.1226146653106813e-13,7.340007402584823e-13,1.7328448973035248e-12,1.945135678064225e-11,8.193793886184475e-13,1.5738759195525786e-11,7.144746991916835e-13,2.185323073814972e-11,1.4882971323352307e-12,1.622390927226032e-11,9.018508073644267e-13,1.917269297428498e-11,7.057033830764555e-13,1.5858113278322634e-11,6.525115916898708e-13,2.0440035607299327e-12,7.618596244888344e-13,2.844033662845011e-12,2.1408563965263978e-12,4.165502444983387e-11,3.160600952453411e-12,7.793264066898021e-11,1.001140936666733e-12,2.177147265180653e-11,3.102143630702086e-12,4.7591624961933525e-11,1.7820121598940077e-12,9.753677435548894e-11,3.369815204042505e-12,3.465753003565779e-11,1.3883352334695522e-12
P001,189,Vua_phai,1,1.9284815680848056e-11,9.09468362737031e-12,2.184371826546795e-11,5.4270887807469e-12,5.02285203919822e-10,8.538846920888125e-12,1.3353845042996945e-10,5.432873465125564e-12,4.1781514166380657e-10,1.2482763453765808e-11,5.673024825040658e-10,1.4372285805056927e-11,7.998917429024806e-11,9.965747516678354e-12,7.741703389888724e-10,5.09690724639593e-12,1.2081027826529336e-11,8.207585009090248e-12,1.727561530726743e-11,1.8141940192542586e-11,3.229491894121902e-11,8.072268038726394e-12,1.0144839227705245e-10,9.732709456963846e-12,2.609044734988982e-10,1.891977891100412e-11,4.582750058233865e-10,2.01438119460237e-11,3.864946797543322e-10,1.2378232194448879e-11,3.726002424137302e-10,4.7670846834929604e-12,6.125382242555437e-12,4.6825584789413e-12,5.129813658883655e-12,1.9031171667334216e-12,1.341078629115166e-10,5.116880961177949e-12,2.8585093162639663e-11,1.6890200365427273e-12,2.1382783039673883e-10,7.535981966684622e-12,1.7235995941740322e-10,2.1032797297762787e-12,2.704759624762696e-10,3.105981502732521e-12,2.9527552826968915e-11,1.336581727547795e-12,3.996618140632896e-12,1.7839027120842834e-12,4.420797434416243e-12,1.835388316241681e-12,1.0246681612808998e-10,2.7245837468307995e-12,5.859135140580408e-11,1.4836369230278978e-12,1.731534342081502e-10,3.84891945512111e-12,8.718668438147515e-11,2.1906478456654376e-12,7.971609287746177e-11,1.9059398228087026e-12,7.183128924359558e-11,1.282230432809683e-12,8.69253099458884e-12,3.729587269346138e-12,1.0205733101933587e-11,6.721808448445536e-12,1.560119150901696e-10,5.194757778400604e-12,6.837825322898812e-11,5.2934292470557855e-12,1.5592609498160834e-10,6.3932851613797124e-12,2.218252519005552e-10,6.835708336086102e-12,1.7279955159406976e-10,6.964346485842623e-12,1.0223641563207556e-10,3.7586906399110756e-12
P001,189,Vua_phai,1,5.032979951361764e-12,2.450158560987311e-12,1.1728487484131376e-11,2.7577988115379182e-12,1.7755313863772752e-10,2.8816254369674996e-12,2.086230927175144e-10,8.348932182813667e-12,3.665500748402298e-10,2.3706072270851553e-12,3.1018013135907824e-10,7.609594469560558e-12,2.0876105573750506e-10,3.2069346435423474e-12,1.383188298485863e-10,1.9009555494462214e-12,2.6265123473378594e-12,1.967478541131895e-12,3.0402142840456946e-12,8.469582388602219e-13,4.740155144443153e-11,2.0004486422842814e-12,2.6902562754548844e-11,2.312447681726336e-12,1.0878637904774616e-10,1.7247309106583956e-12,1.3872375866959185e-10,2.6861485982419304e-12,5.6924509480275346e-11,2.210323044908401e-12,2.0440306842719725e-11,1.226092704895894e-12,6.519594805199237e-12,2.151013543376349e-12,6.894711543836587e-12,5.024366661398478e-12,3.338265452547143e-11,1.6327221198699054e-12,4.156651495385005e-11,1.7210245662535611e-12,1.7261577639719526e-10,5.108528756709217e-12,1.1466145779095994e-10,5.6175145127855e-12,1.3889223522762134e-10,3.483154512482153e-12,2.387411712311479e-11,2.7574657374709323e-12,5.630965929129435e-12,2.0054800150689803e-12,5.975089142854374e-12,3.776848976534296e-12,1.1730499893609443e-10,3.4106195490502638e-12,4.6540872329872185e-11,1.6780613849580043e-12,2.3091486473725039e-10,5.808169295990722e-12,1.381163453510122e-10,4.013446193390589e-12,1.3893203191206642e-10,2.944397495466806e-12,4.164365103545173e-11,2.6640922280813082e-12,1.4547395693629837e-12,8.32368374914605e-13,1.544150328843922e-12,1.9289049340148926e-12,7.390323741178912e-11,1.010012153659463e-12,6.5626296733921e-11,7.902493290375553e-13,1.3254848498916062e-10,3.0003880559604175e-12,5.706178155769442e-11,1.372330446804371e-12,1.7816028719337304e-10,2.1953397168294896e-12,1.38355283430523e-11,8.305940954372737e-13
P001,189,Vua_phai,1,1.4299377922343348e-11,4.857018644498949e-12,2.35855077924249e-11,1.3964891891959919e-11,7.419428868042471e-10,9.235705292384084e-12,8.269030418288591e-10,6.312487484772161e-12,1.4953667288313703e-09,1.2703372679334236e-11,7.760397441093227e-10,1.674265190393243e-11,4.836303377874867e-10,8.805291602214082e-12,6.623500845501222e-10,5.793669662830043e-12,6.455710331173847e-12,1.0925097838042057e-12,1.016868668008961e-11,5.860322335861676e-12,1.801459163492322e-10,6.979487075845716e-12,1.3397945029964221e-10,4.374252229889548e-12,1.1526344127713276e-10,3.783801474679901e-12,3.7258739198053096e-10,5.54725073623418e-12,1.4723923175224495e-10,3.7612423284170774e-12,5.414667280071798e-10,2.314350451606171e-12,1.7402263824655658e-12,2.9963129859791755e-13,2.0142473635237353e-12,1.3678572949890183e-12,4.492588425941702e-11,1.0559549925148942e-12,7.053970837040543e-11,1.419087643242343e-12,3.612230056900132e-11,8.763507895037822e-13,1.5238393031089125e-11,2.8625365687278583e-13,3.5786449561792514e-11,7.243727931305029e-13,5.413146296535605e-11,5.170129506572651e-13,1.0954786011599066e-12,5.330978228661637e-13,1.7118908321439217e-12,9.032841042871643e-13,2.8357385718871653e-11,1.020080585439433e-12,3.57788819804083e-11,9.292309561085511e-13,4.3579042664955246e-11,9.884020087733717e-13,5.4521032094491333e-11,1.4738561765688978e-12,2.8784430048754996e-11,1.3445739426236755e-12,4.313759750294171e-11,5.327519789526483e-13,1.986894593536446e-12,1.374087438283776e-12,2.658935419445978e-12,1.931206885578556e-12,2.2981479936878154e-11,1.558116955056078e-12,2.8028980305018484e-11,1.0067309623166131e-12,1.455065743603117e-10,2.942062352890976e-12,6.371571713433887e-11,3.915674924012293e-12,9.436972324659163e-11,1.3502861207906038e-12,5.1763543033962886e-11,1.0380017504153776e-12
P001,893,Qua_nhieu,2,2.7067441554957495e-11,6.849388947774192e-12,2.8395822804181068e-11,1.5557625225642164e-11,4.4544134832970565e-10,6.540293486022082e-12,4.5236403577964457e-10,7.013504221297765e-12,8.23812948586719e-10,2.8696701334408953e-11,5.473245943131755e-10,8.881123344544228e-12,7.507026780692904e-10,5.451665387074871e-11,4.2228518770266965e-10,1.9186511587587825e-11,1.0164942208693066e-11,1.639011386422898e-12,1.5355114281780035e-11,1.446799744222305e-12,1.4456246805871625e-10,1.389630654939267e-12,6.41165688763779e-11,7.970605664311172e-13,1.0976693614161262e-10,3.4811864406660172e-12,8.878635350149228e-11,2.038738709413367e-12,3.568301793669138e-11,3.0471349427020316e-12,6.292376384862598e-10,2.725103768361115e-12,1.120752917785104e-12,5.602363634717877e-13,1.3038120230918791e-12,1.4151802508385055e-12,1.9027625495905408e-11,6.594439250558814e-13,2.4848301688106353e-11,1.1372332533066012e-12,4.828647737105242e-11,1.1233065138985938e-12,2.0693272235971555e-11,1.170101514691285e-12,3.128567564589532e-11,5.917898692369407e-13,3.6704970310248545e-11,9.024679087862147e-13,1.4699052231706527e-12,1.0980406144502921e-12,2.2574669109669168e-12,2.3522898018178907e-12,1.060964807716296e-11,1.207236553065565e-12,9.422887689623833e-12,1.0125445314723822e-12,4.404351703005659e-11,1.047600668227062e-12,6.009998798113472e-11,1.168610769889089e-12,1.4397303091593301e-11,1.7734991437711543e-12,6.598834056616831e-11,7.85710357984619e-13,2.939947615729032e-12,1.1591949051973972e-12,4.059561786839559e-12,2.850811438489235e-12,1.91340320092176e-11,8.257306636863672e-13,2.4936682168910492e-11,1.1841775965093062e-12,8.844033806867802e-11,1.2697531651039897e-12,5.452556909673127e-11,1.623701680150796e-12,3.71095876705258e-11,1.180161630843564e-12,1.5191336465005048e-10,1.5988018964028214e-12
P001,893,Qua_nhieu,2,2.1723660533160715e-12,1.0359238015164707e-12,2.0343140961623537e-12,1.5240237616462124e-12,9.295024207763773e-12,1.923957292990124e-12,2.4780356331415618e-11,1.7851493729133212e-12,1.2357329519701717e-10,1.2992467646367058e-12,4.766775823120371e-12,3.89008030844114e-12,1.0552918146936431e-11,5.830148903866631e-13,7.983953400007865e-11,1.7426348262163582e-12,2.0921126241367748e-12,4.396841394005788e-13,3.188255496139785e-12,4.656441052941925e-13,1.3609497207141111e-11,5.028603684401232e-13,1.3850450297595602e-11,6.753468287202315e-13,2.7490984404968774e-11,6.843266109269435e-13,4.944796381518878e-12,1.3864347692537008e-12,1.1672321493158227e-11,3.202478452207205e-13,2.1889715491958133e-10,7.57464772892961e-13,9.75235221532385e-13,2.949460399103749e-13,1.233524091374824e-12,1.6952492482781499e-12,5.365252105783875e-12,7.113597505843999e-13,6.188183348249969e-12,2.0066261392255723e-13,4.257053079861604e-11,5.091628506005339e-13,1.9837346954433726e-12,5.099900366361181e-13,4.301580421509399e-12,5.110538564036545e-13,7.377444959208784e-11,8.427070064309448e-13,4.987054075445364e-13,1.7641091911625474e-13,6.283314702033666e-13,8.055381727026489e-13,3.2340251484792544e-12,7.611330321886111e-13,4.911234417122328e-12,7.750263913078244e-13,6.188207193394977e-11,4.623520293760704e-13,3.2237939388250418e-12,7.379151410646874e-13,2.0213800105602114e-12,4.0792616820566166e-13,2.9215822767100044e-11,7.696032738969062e-13,8.304768467553566e-13,2.584792165730437e-13,1.328194076621182e-12,1.4513447201264769e-12,6.2336292167531696e-12,8.100134128583453e-13,5.765449328656985e-12,6.9122227311876e-13,1.81597865008455e-11,5.262507933402501e-13,4.481551273411311e-12,6.166854143063609e-13,4.867978594402923e-12,6.512924643090629e-13,8.625849203560628e-11,7.024011643171037e-13
P001,893,Qua_nhieu,2,5.928850890006638e-11,5.709091056981487e-12,9.459183734335775e-11,7.563584963602367e-12,7.316603610017897e-10,9.99694847816314e-12,3.90182837395286e-10,7.74057629870902e-12,8.083940286173132e-10,1.5068435791363702e-11,3.8514470273678597e-10,1.883821565696718e-11,1.119045215386464e-09,1.904651312581066e-12,1.6294960967783666e-09,1.1334344733524975e-11,1.2376293136451062e-11,2.6916682157706574e-12,1.6795444297673852e-11,6.256737514689954e-12,2.808484259860225e-10,6.543197417416836e-12,1.1180684522470963e-10,7.220271527120295e-12,3.5235506253519554e-10,8.875612626649455e-12,4.503521147279114e-10,1.2466786721634292e-11,2.334625141916799e-10,4.723790512516826e-12,1.9470669331724337e-10,5.38532874140234e-12,3.571834516031831e-12,1.0359581449001616e-12,5.662982804030722e-12,1.2462692411785928e-12,7.438461186094434e-11,2.1652796403859795e-12,1.6270488003014915e-10,1.689134653587279e-12,1.8826028579258775e-10,3.246941666099127e-12,1.0835533039044152e-10,1.6220135870577624e-12,7.048678914752417e-11,4.406209495546081e-12,1.7622806644938712e-10,9.725199035432408e-13,1.552039248277846e-12,8.312272652025386e-13,2.080760923582376e-12,1.444806368745344e-12,5.5913173991677485e-11,1.172514831677309e-12,3.2902114979529455e-11,8.167337866698421e-13,8.389763163386257e-11,1.7304125144987526e-12,4.1379177727236535e-11,1.9333415692644173e-12,4.229143884624036e-11,1.7641938441257044e-12,9.284918825015162e-11,8.186551078051978e-13,5.558718690046466e-12,2.6771779438229077e-12,4.837020764977244e-12,3.286850672336534e-12,1.2017473474607404e-10,3.9349328291510255e-12,6.465520838023206e-11,3.5498904196010553e-12,1.5465415260452998e-10,7.024929068300265e-12,1.3107611312575893e-10,4.176897076049448e-12,1.2112103139381557e-10,3.3087603206450955e-12,1.453766803626034e-10,1.784020272659732e-12
P001,893,Qua_nhieu,2,1.1901541341535193e-11,4.578703156338236e-12,9.559285737317736e-12,7.005152884783615e-12,6.797010357611746e-10,1.216426264510652e-11,5.171457763879338e-10,1.3069660534665911e-11,1.3730393714729805e-09,1.2756058139853787e-11,5.832806912855255e-10,4.351785801950025e-12,8.013035875154579e-10,1.529831154638184e-11,5.221531050055143e-11,6.369704700333506e-12,6.925490985379139e-12,3.948723408913026e-12,1.3108081591214994e-11,1.4338766081225093e-11,2.867929873810037e-10,1.1510836331512089e-11,2.9800723107923e-10,6.155992187629841e-12,4.5508055891505037e-10,4.156250579692082e-12,4.469606481074999e-10,7.69999560306569e-12,1.55916065821867e-10,1.3697210231240767e-11,2.2321660840756006e-11,1.6689963298067419e-12,3.7939258074594e-13,2.0883003126975684e-13,5.968504889317934e-13,5.318603948023846e-13,4.6561684496028814e-11,2.8520011263706914e-13,3.7746585781713886e-11,4.5282664377158943e-13,4.6642487151006294e-11,1.8726869621774235e-13,3.3482462308508845e-11,2.081737997190452e-12,3.4336599176982416e-11,7.02509317993746e-13,1.1316971041932351e-11,5.039502480945975e-13,1.1521019880888543e-12,6.772430136089393e-13,1.279238180885715e-12,1.1450013438754518e-12,3.7038580360418726e-11,9.986958538071232e-13,2.3916246684098562e-11,4.459827240368415e-13,3.7577616340838e-11,1.1926712788575955e-12,4.020841461261656e-11,1.7086483884678892e-12,3.2467642064519003e-11,1.1091099501722623e-12,1.1859194929365715e-11,6.88321766057077e-13,1.438707666566287e-12,7.953350316395599e-13,1.970861044288509e-12,1.3315488000885271e-12,6.201394097184995e-11,8.305344244167861e-13,2.990975577569646e-11,1.5979609721151488e-12,1.0661921565904244e-10,1.498091247494482e-12,6.328400519136777e-11,1.402552113759234e-12,6.140348793182866e-11,2.194361315286485e-12,1.5445782390839958e-11,5.08129376949397e-13
P001,893,Qua_nhieu,2,5.358418775578341e-12,6.555712646408815e-12,5.38648978883596e-12,1.8852852484358367e-11,1.3549611931390624e-10,2.2625918983771725e-12,1.2421682418903506e-10,1.999976093291532e-12,1.7329772257345359e-10,1.9554968287584728e-11,1.8550944164352578e-10,9.774151871792052e-12,5.692184108744299e-10,1.7377069642958514e-11,1.6337894153451321e-10,4.178799279570032e-12,5.4266822823427774e-12,1.3325751483042935e-12,6.082247653031963e-12,4.816590723227983e-12,1.4525478601864982e-10,9.375920346074647e-13,6.931829642526742e-11,1.4325824658275557e-12,1.2473594598998905e-10,8.881567638250262e-12,8.03800975805796e-11,2.884569313326033e-12,1.3349119456048898e-10,2.7499724312743593e-12,1.170561911008591e-10,3.0670128088607727e-12,6.354514852277398e-12,1.2092932604446449e-12,6.293925292564197e-12,2.601997094085707e-12,1.3615110463023672e-10,3.239368946328278e-12,1.2337374558316602e-10,7.767632738984413e-13,1.235602285517622e-10,4.269454829478531e-12,7.415014922169884e-11,2.2258247105600314e-12,1.4675887062846634e-10,2.190111299708117e-12,3.663984913378595e-11,3.58713540147119e-12,3.5204780362537575e-12,8.985917346001801e-13,4.2017273561859945e-12,2.3662176315589992e-12,6.682823523309736e-11,2.9919944621614588e-12,5.958194921346194e-11,1.4046563717064083e-12,6.424413809645372e-11,2.6093219399820632e-12,7.314827165841949e-11,2.828983654631269e-12,6.729121103659416e-11,1.958500120265487e-12,3.593152167136278e-11,1.538323196064701e-12,2.851937701391072e-12,1.1646849622503123e-12,3.3201210216592635e-12,3.6048992059990705e-12,9.39325886879442e-11,2.9662667895616594e-12,5.4837951168169464e-11,1.6582480513598207e-12,8.61267414579477e-11,4.079205773959243e-12,1.1182023079103265e-10,2.672604843590924e-12,9.502229442819775e-11,2.037222335102227e-12,4.681950167810351e-11,1.5178221396971071e-12
